Classes,Old Price,Price Change,New Price,date_range
Geely Starray A/T / Sport (Abou Ghaly) 2025,"1,799,000
EGP","trending_down
-100,000
EGP","1,699,000
EGP",2025-09-02
Geely Starray A/T / Premium (Abou Ghaly) 2025,"1,699,000
EGP","trending_down
-100,000
EGP","1,599,000
EGP",2025-09-02
Geely Starray A/T / Comfort / (Abou Ghaly) 2025,"1,599,000
EGP","trending_down
-100,000
EGP","1,499,000
EGP",2025-09-02
Seat Arona A/T / FR / Black 2025,"1,349,000
EGP","trending_down
-60,000
EGP","1,289,000
EGP",2025-09-02
Seat Ateca A/T / FR 2025,"1,949,000
EGP","trending_down
-100,000
EGP","1,849,000
EGP",2025-09-02
Seat Ateca A/T / Style Plus 2025,"1,749,000
EGP","trending_down
-40,000
EGP","1,709,000
EGP",2025-09-02
Seat Leon A/T / Advance 2025,"1,499,000
EGP","trending_down
-25,000
EGP","1,474,000
EGP",2025-09-02
Seat Arona A/T / Experience 2025,"1,319,000
EGP","trending_down
-30,000
EGP","1,289,000
EGP",2025-09-02
Seat Ibiza A/T / Black Series 2025,"1,339,000
EGP","trending_down
-80,000
EGP","1,259,000
EGP",2025-09-02
Seat Ibiza A/T / FR 2025,"1,269,000
EGP","trending_down
-70,000
EGP","1,199,000
EGP",2025-09-02
Seat Ibiza A/T / Reference 2025,"1,069,000
EGP","trending_down
-70,000
EGP","999,000
EGP",2025-09-02
Nissan Sentra A/T / Highline 2026,"888,000
EGP","trending_up
+32,000
EGP","920,000
EGP",2025-09-02
Haval Jolion A/T / High Deluxe 2025,"1,300,000
EGP","trending_down
-75,000
EGP","1,225,000
EGP",2025-09-02
Haval Jolion A/T / Deluxe SR 2025,"1,250,000
EGP","trending_down
-75,000
EGP","1,175,000
EGP",2025-09-02
Haval H6 HEV A/T / High Deluxe 2026,"1,690,000
EGP","trending_down
-100,000
EGP","1,590,000
EGP",2025-09-02
Haval H6 HEV A/T / High Deluxe 2025,"1,660,000
EGP","trending_down
-90,000
EGP","1,570,000
EGP",2025-09-02
Cupra Terramar AT / CONTROL 2025,"2,539,000
EGP","trending_down
-240,000
EGP","2,299,000
EGP",2025-09-02
Cupra Terramar A/T / IMPULSE 2025,"2,449,000
EGP","trending_down
-250,000
EGP","2,199,000
EGP",2025-09-02
Cupra Leon Automatic 2025,"1,799,000
EGP","trending_down
-55,000
EGP","1,744,000
EGP",2025-09-02
Jac JS6 A/T / LIMITED 2026,"1,225,000
EGP","trending_up
+15,000
EGP","1,240,000
EGP",2025-09-01
Hyundai Elantra AD A/T / Top Line 2025,"1,170,000
EGP","trending_down
-50,000
EGP","1,120,000
EGP",2025-09-01
Hyundai Elantra AD A/T / Modern 2025,"1,065,000
EGP","trending_down
-50,000
EGP","1,015,000
EGP",2025-09-01
Hyundai Elantra AD A/T / Smart 2025,"985,000
EGP","trending_down
-50,000
EGP","935,000
EGP",2025-09-01
Hyundai Elantra AD A/T / Top Line 2026,"1,185,000
EGP","trending_down
-50,000
EGP","1,135,000
EGP",2025-09-01
Hyundai Elantra AD A/T / Modern 2026,"1,080,000
EGP","trending_down
-50,000
EGP","1,030,000
EGP",2025-09-01
Hyundai Elantra AD A/T / Smart 2026,"995,000
EGP","trending_down
-50,000
EGP","945,000
EGP",2025-09-01
Chery Tiggo 7 A/T / Highline 2026,"1,080,000
EGP","trending_down
-81,000
EGP","999,000
EGP",2025-09-01
Chery Tiggo 7 A/T /  Baseline 2026,"995,000
EGP","trending_down
-66,000
EGP","929,000
EGP",2025-09-01
Chery Tiggo 4 Pro A/T / Highline / Turbo 2026,"1,055,000
EGP","trending_down
-75,000
EGP","980,000
EGP",2025-09-01
Chery Tiggo 4 Pro A/T / Luxury 2026,"980,000
EGP","trending_down
-65,000
EGP","915,000
EGP",2025-09-01
Chery Tiggo 4 Pro A/T / Comfort 2026,"900,000
EGP","trending_down
-25,000
EGP","875,000
EGP",2025-09-01
Chery EQ7 Automtic 2026,"1,720,000
EGP","trending_down
-121,000
EGP","1,599,000
EGP",2025-09-01
Geely Cool Ray A/T / Sport (AUTO MOBILITY) Local simplified 2025,"1,299,000
EGP","trending_down
-100,000
EGP","1,199,000
EGP",2025-08-27
Geely Cool Ray A/T / Premium ( AUTO MOBILITY) Local simplified 2025,"1,199,000
EGP","trending_down
-100,000
EGP","1,099,000
EGP",2025-08-27
Geely Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025,"1,099,000
EGP","trending_down
-100,000
EGP","999,000
EGP",2025-08-27
Geely Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025,"999,000
EGP","trending_up
+100,000
EGP","1,099,000
EGP",2025-08-27
Geely Cool Ray A/T / Comfort ( AUTO MOBILITY)Local simplified 2025,"1,099,000
EGP","trending_down
-100,000
EGP","999,000
EGP",2025-08-27
Geely Emgrand Automtic / Luxury /  ( AUTO MOBILITY)Local simplified 2025,"999,000
EGP","trending_down
-60,000
EGP","939,000
EGP",2025-08-27
Geely Emgrand Automatic / Comfort /  ( AUTO MOBILITY)Local simplified 2025,"879,000
EGP","trending_down
-40,000
EGP","839,000
EGP",2025-08-27
GAC Empow A/T / GE S-Style 2025,"1,385,000
EGP","trending_down
-45,000
EGP","1,340,000
EGP",2025-08-27
GAC Empow A/T / GB 2025,"1,275,000
EGP","trending_down
-45,000
EGP","1,230,000
EGP",2025-08-27
GAC Empow A/T / GS 2025,"1,125,000
EGP","trending_down
-45,000
EGP","1,080,000
EGP",2025-08-27
Mitsubishi Mirage A/T / Highline 2025,"805,000
EGP","trending_down
-50,000
EGP","755,000
EGP",2025-08-26
Mitsubishi Attrage A/T / Highline 2025,"790,000
EGP","trending_down
-50,000
EGP","740,000
EGP",2025-08-26
Mitsubishi Eclipse Cross A/T / INFINITY - PL AWD 2025,"1,880,000
EGP","trending_down
-140,000
EGP","1,740,000
EGP",2025-08-26
Mitsubishi Eclipse Cross A/T / Instyle TL 2025,"1,800,000
EGP","trending_down
-140,000
EGP","1,660,000
EGP",2025-08-26
Mitsubishi Eclipse Cross A/T / Inspire - HL 2025,"1,750,000
EGP","trending_down
-150,000
EGP","1,600,000
EGP",2025-08-26
Mitsubishi Eclipse Cross A/T / Insport PLUS - ML PLUS 2025,"1,700,000
EGP","trending_down
-170,000
EGP","1,530,000
EGP",2025-08-26
Mitsubishi Eclipse Cross A/T / Insport BL 2025,"1,650,000
EGP","trending_down
-170,000
EGP","1,480,000
EGP",2025-08-26
Mitsubishi Outlander Sport Automtic / PREMIUM LINE 2025,"1,550,000
EGP","trending_down
-100,000
EGP","1,450,000
EGP",2025-08-26
Mitsubishi Outlander Sport Automtic / HIGH LINE 2025,"1,425,000
EGP","trending_down
-100,000
EGP","1,325,000
EGP",2025-08-26
Mitsubishi Outlander Sport A/T / Midline 2025,"1,375,000
EGP","trending_down
-100,000
EGP","1,275,000
EGP",2025-08-26
Jetour X70 Plus A/T / Luxury local 2025,"1,130,000
EGP","trending_up
+30,000
EGP","1,160,000
EGP",2025-08-25
Vgv U70P Plus A/T / Highline 2025,"1,069,900
EGP","trending_down
-50,000
EGP","1,019,900
EGP",2025-08-25
Vgv U70Pro Plus A/T / Top Line 2025,"1,189,990
EGP","trending_down
-90,090
EGP","1,099,900
EGP",2025-08-25
Kaiyi X3 Pro A/T / Flagship 2026,"995,000
EGP","trending_down
-46,250
EGP","948,750
EGP",2025-08-24
Kaiyi X3 Pro A/T / Top Line 2026,"945,000
EGP","trending_down
-30,000
EGP","915,000
EGP",2025-08-24
MG HS A/T / Luxury 2026,"1,450,000
EGP","trending_up
+150,000
EGP","1,600,000
EGP",2025-08-24
Changan UNI-V A/T / Flagship 2026,"1,325,000
EGP","trending_up
+25,000
EGP","1,350,000
EGP",2025-08-24
MG HS A/T / Luxury 2026,"1,600,000
EGP","trending_down
-150,000
EGP","1,450,000
EGP",2025-08-24
MG RX5 Plus A/T / Luxury 2026,"1,490,000
EGP","trending_down
-110,000
EGP","1,380,000
EGP",2025-08-24
MG One A/T / Luxury 2026,"1,420,000
EGP","trending_down
-120,100
EGP","1,299,900
EGP",2025-08-24
Ds Ds4 A/T / Performance Line 2024,"2,150,000
EGP","trending_down
-50,000
EGP","2,100,000
EGP",2025-08-20
Lynkco 06 A/T / Hyper Halo 2025,"1,599,000
EGP","trending_down
-149,000
EGP","1,450,000
EGP",2025-08-17
Lynkco 06 A/T / Hyper Pro 2025,"1,499,000
EGP","trending_down
-149,000
EGP","1,350,000
EGP",2025-08-17
Lynkco 06 A/T / Core Plus 2025,"1,389,000
EGP","trending_down
-139,000
EGP","1,250,000
EGP",2025-08-17
GAC GS4 Automtic / GE 2025,"1,385,000
EGP","trending_down
-30,000
EGP","1,355,000
EGP",2025-08-10
GAC GS4 Automtic / GB 2025,"1,315,000
EGP","trending_down
-50,000
EGP","1,265,000
EGP",2025-08-10
GAC GS4 Automtic / GS 2025,"1,235,000
EGP","trending_down
-50,000
EGP","1,185,000
EGP",2025-08-10
Chevrolet Optra A/T / Lt 2026,"790,000
EGP","trending_down
-20,100
EGP","769,900
EGP",2025-08-07
Chevrolet Optra A/T / Ls 2026,"765,000
EGP","trending_down
-20,100
EGP","744,900
EGP",2025-08-07
Chevrolet Captiva A/T / LV3 (7seats) 2025,"1,550,000
EGP","trending_down
-350,000
EGP","1,200,000
EGP",2025-08-07
Chevrolet Captiva A/T / LV3 2025,"1,500,000
EGP","trending_down
-350,000
EGP","1,150,000
EGP",2025-08-07
Geely Starray A/T / Sport +( AUTO MOBILITY) 2025,"1,879,000
EGP","trending_down
-110,000
EGP","1,769,000
EGP",2025-08-06
Geely Starray A/T / Sport ( AUTO MOBILITY) 2025,"1,799,000
EGP","trending_down
-100,000
EGP","1,699,000
EGP",2025-08-06
Geely Starray A/T / Premium ( AUTO MOBILITY) 2025,"1,699,000
EGP","trending_down
-100,000
EGP","1,599,000
EGP",2025-08-06
Geely Starray A/T / Comfort ( AUTO MOBILITY) 2025,"1,599,000
EGP","trending_down
-100,000
EGP","1,499,000
EGP",2025-08-06
Changan Eado plus A/T / Flagship 2026,"1,250,000
EGP","trending_up
+15,000
EGP","1,265,000
EGP",2025-08-04
Changan Eado plus A/T / Premium 2026,"1,150,000
EGP","trending_up
+15,000
EGP","1,165,000
EGP",2025-08-04
Changan Eado plus A/T / Elite 2026,"1,050,000
EGP","trending_up
+15,000
EGP","1,065,000
EGP",2025-08-04
Changan UNI-V A/T / Flagship 2026,"1,300,000
EGP","trending_up
+25,000
EGP","1,325,000
EGP",2025-08-04
GAC GS3  Emzoom Automatic / RS Style 2025,"1,465,000
EGP","trending_down
-80,000
EGP","1,385,000
EGP",2025-08-03
GAC GS3  Emzoom Automatic / GL 2025,"1,355,000
EGP","trending_down
-100,000
EGP","1,255,000
EGP",2025-08-03
GAC GS3  Emzoom Automtic / GB 2025,"1,255,000
EGP","trending_down
-100,000
EGP","1,155,000
EGP",2025-08-03
GAC GS3  Emzoom Automtic /GS 2025,"1,195,000
EGP","trending_down
-100,000
EGP","1,095,000
EGP",2025-08-03
GAC Empow A/T / GE S-Style 2025,"1,425,000
EGP","trending_down
-40,000
EGP","1,385,000
EGP",2025-08-03
GAC Empow A/T / GB 2025,"1,315,000
EGP","trending_down
-40,000
EGP","1,275,000
EGP",2025-08-03
GAC Empow A/T / GS 2025,"1,165,000
EGP","trending_down
-40,000
EGP","1,125,000
EGP",2025-08-03
Hyundai Tucson A/T / SHADOW 2025,"1,650,000
EGP","trending_down
-51,000
EGP","1,599,000
EGP",2025-08-03
Hyundai Tucson A/T / N-Line 2025,"2,350,000
EGP","trending_down
-151,000
EGP","2,199,000
EGP",2025-08-03
Hyundai Tucson A/T / BLACK DIAMOND 2025,"2,250,000
EGP","trending_down
-151,000
EGP","2,099,000
EGP",2025-08-03
Hyundai Tucson A/T / NIGHT 2025,"2,100,000
EGP","trending_down
-101,000
EGP","1,999,000
EGP",2025-08-03
Hyundai Tucson A/T / Redine 2025,"1,900,000
EGP","trending_down
-51,000
EGP","1,849,000
EGP",2025-08-03
Hyundai Tucson A/T / Blaze 2025,"1,790,000
EGP","trending_down
-41,000
EGP","1,749,000
EGP",2025-08-03
Jetour X90 Plus A/T / Luxury 2025,"1,664,000
EGP","trending_down
-194,000
EGP","1,470,000
EGP",2025-08-03
Jetour X70 Plus A/T / Luxury local 2025,"1,195,000
EGP","trending_down
-65,000
EGP","1,130,000
EGP",2025-08-03
Changan CS 35 Plus A/T / FLAGSHIP 2025,"1,200,000
EGP","trending_down
-50,000
EGP","1,150,000
EGP",2025-08-03
Changan CS 35 Plus A/T / PREMIUM 2025,"1,100,000
EGP","trending_down
-50,000
EGP","1,050,000
EGP",2025-08-03
Changan CS 35 Plus A/T / ELITE 2025,"999,000
EGP","trending_down
-49,000
EGP","950,000
EGP",2025-08-03
Chery Tiggo 8 Pro A/T / Flagship 2025,"1,690,000
EGP","trending_down
-215,000
EGP","1,475,000
EGP",2025-08-03
Chery Tiggo 8 Pro A/T / Luxury 2025,"1,590,000
EGP","trending_down
-215,000
EGP","1,375,000
EGP",2025-08-03
Chery Tiggo 7 pro A/T / Luxury 2025,"1,350,000
EGP","trending_down
-140,000
EGP","1,210,000
EGP",2025-08-03
Chery Tiggo 7 pro A/T / Comfort 2025,"1,250,000
EGP","trending_down
-140,000
EGP","1,110,000
EGP",2025-08-03
Bestune T55 A/T / PREMIUM PLUS 2025,"1,175,000
EGP","trending_down
-120,000
EGP","1,055,000
EGP",2025-08-03
Bestune B70S A/T / Limousine 2025,"1,375,000
EGP","trending_down
-100,000
EGP","1,275,000
EGP",2025-08-03
Bestune B70S A/T / Premium 2025,"1,355,000
EGP","trending_down
-100,000
EGP","1,255,000
EGP",2025-08-03
Bestune T77 Pro A/T / Premium 2025,"1,385,000
EGP","trending_down
-110,000
EGP","1,275,000
EGP",2025-08-03
Chery Tiggo 8 Pro A/T / Flagship 2026,"1,700,000
EGP","trending_down
-225,000
EGP","1,475,000
EGP",2025-08-03
Chery Tiggo 8 Pro A/T / Luxury 2026,"1,600,000
EGP","trending_down
-225,000
EGP","1,375,000
EGP",2025-08-03
Chery Tiggo 7 pro A/T / Luxury 2026,"1,370,000
EGP","trending_down
-140,000
EGP","1,230,000
EGP",2025-08-03
Chery Tiggo 7 pro A/T / Comfort 2026,"1,270,000
EGP","trending_down
-140,000
EGP","1,130,000
EGP",2025-08-03
Chery Arrizo 5 AT / HIGHLINE 2026,"755,000
EGP","trending_down
-20,000
EGP","735,000
EGP",2025-08-03
Chery Arrizo 5 AT / BASELINE Leather 2026,"725,000
EGP","trending_down
-20,000
EGP","705,000
EGP",2025-08-03
Chery Arrizo 5 Manual / Base Line  / Leather 2026,"675,000
EGP","trending_down
-20,000
EGP","655,000
EGP",2025-08-03
Haval H6 HEV A/T / High Deluxe 2026,"1,795,000
EGP","trending_down
-105,000
EGP","1,690,000
EGP",2025-07-16
Haval H6 HEV A/T / High Deluxe 2025,"1,775,000
EGP","trending_down
-115,000
EGP","1,660,000
EGP",2025-07-16
Haval H6 A/T / Top Line 2025,"1,620,000
EGP","trending_down
-171,000
EGP","1,449,000
EGP",2025-07-16
Haval H6 A/T / Deluxe SR 2025,"1,500,000
EGP","trending_down
-171,000
EGP","1,329,000
EGP",2025-07-16
Haval H6 A/T / Deluxe 2025,"1,470,000
EGP","trending_down
-171,000
EGP","1,299,000
EGP",2025-07-16
Haval H6 A/T / Standard 2025,"1,350,000
EGP","trending_down
-171,000
EGP","1,179,000
EGP",2025-07-16
Haval Jolion Pro A/T / High Deluxe 2025,"1,390,000
EGP","trending_down
-50,000
EGP","1,340,000
EGP",2025-07-16
Haval Jolion A/T / High Deluxe 2025,"1,370,000
EGP","trending_down
-70,000
EGP","1,300,000
EGP",2025-07-16
Haval Jolion A/T / Deluxe SR 2025,"1,320,000
EGP","trending_down
-70,000
EGP","1,250,000
EGP",2025-07-16
Haval Jolion A/T / Deluxe 2025,"1,240,000
EGP","trending_down
-70,000
EGP","1,170,000
EGP",2025-07-16
Haval Jolion A/T / Standard 2025,"1,150,000
EGP","trending_down
-70,000
EGP","1,080,000
EGP",2025-07-16
Chery Tiggo 7 A/T /  Baseline 2026,"955,000
EGP","trending_up
+40,000
EGP","995,000
EGP",2025-07-13
Jeep Grand Cherokee L Automtic 2025,"5,400,000
EGP","trending_up
+200,000
EGP","5,600,000
EGP",2025-07-09
Subaru XV Crosstrek Automtic 2024,"2,450,000
EGP","trending_down
-150,000
EGP","2,300,000
EGP",2025-07-07
Volkswagen Golf A/T / Life 2025,"1,850,000
EGP","trending_down
-100,000
EGP","1,750,000
EGP",2025-07-06
Volkswagen Touareg A/T / R-Line 2025,"4,250,000
EGP","trending_up
+200,000
EGP","4,450,000
EGP",2025-07-06
Volkswagen Tiguan A/T / R-Line 2025,"2,650,000
EGP","trending_down
-100,000
EGP","2,550,000
EGP",2025-07-06
Chery Tiggo 8 A/T / Luxury 7 Seats 2026,"1,320,000
EGP","trending_down
-70,000
EGP","1,250,000
EGP",2025-07-02
Chery Tiggo 8 A/T / Comfort 7 Seats 2026,"1,195,000
EGP","trending_down
-70,000
EGP","1,125,000
EGP",2025-07-02
Chery Tiggo 8 A/T / Luxury 2026,"1,265,000
EGP","trending_down
-70,000
EGP","1,195,000
EGP",2025-07-02
Chery Tiggo 7 A/T / Highline 2026,"1,110,000
EGP","trending_down
-30,000
EGP","1,080,000
EGP",2025-07-02
Chery Tiggo 7 A/T /  Baseline 2026,"1,025,000
EGP","trending_down
-70,000
EGP","955,000
EGP",2025-07-02
Chery Tiggo 4 Pro A/T / Highline / Turbo 2026,"1,080,000
EGP","trending_down
-25,000
EGP","1,055,000
EGP",2025-07-02
Chery Tiggo 4 Pro A/T / Luxury 2026,"1,005,000
EGP","trending_down
-25,000
EGP","980,000
EGP",2025-07-02
Chery Tiggo 4 Pro A/T / Comfort 2026,"925,000
EGP","trending_down
-25,000
EGP","900,000
EGP",2025-07-02
Nissan Sunny A/T / Super Saloon 2026,"795,000
EGP","trending_up
+15,000
EGP","810,000
EGP",2025-07-01
Nissan Sunny A/T / plus 2026,"765,000
EGP","trending_up
+15,000
EGP","780,000
EGP",2025-07-01
Nissan Sunny A/T / Baseline 2026,"710,000
EGP","trending_up
+25,000
EGP","735,000
EGP",2025-07-01
Nissan Sentra A/T / Highline 2026,"999,000
EGP","trending_down
-111,000
EGP","888,000
EGP",2025-07-01
Jac JS4 A/T / Ultimat 2025,"1,069,900
EGP","trending_down
-71,900
EGP","998,000
EGP",2025-06-29
Jac J7 A/T / Ultimate 2025,"1,069,900
EGP","trending_down
-71,900
EGP","998,000
EGP",2025-06-29
KGM Torres Automtic /adventure plus 4*4 2025,"2,190,000
EGP","trending_down
-100,000
EGP","2,090,000
EGP",2025-06-17
KGM Torres A/T / Luxury 2025,"2,090,000
EGP","trending_down
-100,000
EGP","1,990,000
EGP",2025-06-17
KGM Torres A/T / Premium 2025,"1,925,000
EGP","trending_down
-76,000
EGP","1,849,000
EGP",2025-06-17
KGM Torres Automtic /advanced 2025,"1,799,000
EGP","trending_down
-100,000
EGP","1,699,000
EGP",2025-06-17
KGM Torres Automtic /comfort 2025,"1,675,000
EGP","trending_down
-100,000
EGP","1,575,000
EGP",2025-06-17
Hyundai Santa Fe A/T / 4w 2025,"3,900,000
EGP","trending_down
-250,000
EGP","3,650,000
EGP",2025-06-12
Hyundai Santa Fe Automtic 2025,"3,350,000
EGP","trending_down
-200,000
EGP","3,150,000
EGP",2025-06-12
Vgv U70 Pro A/T / Top Line 2024,"1,059,900
EGP","trending_down
-10,000
EGP","1,049,900
EGP",2025-06-04
Nissan Sunny A/T / Baseline 2026,"695,000
EGP","trending_up
+15,000
EGP","710,000
EGP",2025-06-02
Volvo EX30 A/T /  Twin Ultra Performance 2025,"2,299,000
EGP","trending_up
+61,000
EGP","2,360,000
EGP",2025-05-28
Volvo EX30 A/T / Twin Plus Performance 2025,"2,195,000
EGP","trending_up
+75,000
EGP","2,270,000
EGP",2025-05-28
Volvo EX30 A/T / Single Ultra Extended Range 2025,"2,150,000
EGP","trending_up
+80,000
EGP","2,230,000
EGP",2025-05-28
Volvo EX30 A/T / Single PLUS Extended Range 2025,"1,995,000
EGP","trending_up
+35,000
EGP","2,030,000
EGP",2025-05-28
Chevrolet Optra A/T / Lt 2026,"770,000
EGP","trending_up
+20,000
EGP","790,000
EGP",2025-05-26
Chevrolet Optra A/T / Ls 2026,"745,000
EGP","trending_up
+20,000
EGP","765,000
EGP",2025-05-26
Hyundai Elantra AD A/T / Top Line 2025,"1,175,000
EGP","trending_down
-5,000
EGP","1,170,000
EGP",2025-05-22
Hyundai Elantra AD A/T / Modern 2025,"1,070,000
EGP","trending_down
-5,000
EGP","1,065,000
EGP",2025-05-22
Hyundai Elantra AD A/T / Smart 2025,"990,000
EGP","trending_down
-5,000
EGP","985,000
EGP",2025-05-22
Jetour X70 Plus A/T / Luxury 2025,"1,379,000
EGP","trending_up
+55,000
EGP","1,434,000
EGP",2025-05-21
Jetour Dashing A/T / Luxury 2025,"1,689,000
EGP","trending_down
-50,000
EGP","1,639,000
EGP",2025-05-21
Jetour Dashing A/T / Luxury 2025,"1,419,000
EGP","trending_up
+20,000
EGP","1,439,000
EGP",2025-05-21
Jetour Dashing A/T / Luxury 2025,"1,519,000
EGP","trending_down
-100,000
EGP","1,419,000
EGP",2025-05-21
Jetour X70 Plus A/T / Luxury 2025,"1,479,000
EGP","trending_down
-100,000
EGP","1,379,000
EGP",2025-05-21
Jetour X90 Plus A/T / Luxury 2025,"1,764,000
EGP","trending_down
-100,000
EGP","1,664,000
EGP",2025-05-21
Exeed VX A/T / flagship 2025,"3,380,000
EGP","trending_down
-400,000
EGP","2,980,000
EGP",2025-05-21
Exeed VX A/T / Luxury 2025,"2,980,000
EGP","trending_down
-300,000
EGP","2,680,000
EGP",2025-05-21
Exeed RX A/T / Flagship 2025,"2,780,000
EGP","trending_down
-400,000
EGP","2,380,000
EGP",2025-05-21
Exeed RX Automtic 2025,"2,380,000
EGP","trending_down
-400,000
EGP","1,980,000
EGP",2025-05-21
Hyundai Accent RB A/T / GL 2025,"795,000
EGP","trending_down
-5,000
EGP","790,000
EGP",2025-05-21
Hyundai Accent RB A/T / SR 2025,"825,000
EGP","trending_down
-5,000
EGP","820,000
EGP",2025-05-21
Hyundai Accent RB A/T / DAB ABS 2025,"870,000
EGP","trending_down
-5,000
EGP","865,000
EGP",2025-05-21
