Classes,Old Price,Price Change,New Price,date_range,brand,model
Mitsubishi Eclipse Cross A/T / INFINITY - PL AWD 2025,1740000.0,-100000.0,1640000.0,2025-11-18,Mitsubishi,Eclipse Cross A/T / INFINITY - PL AWD 2025
Mitsubishi Eclipse Cross A/T / Instyle TL 2025,1660000.0,-100000.0,1560000.0,2025-11-18,Mitsubishi,Eclipse Cross A/T / Instyle TL 2025
Mitsubishi Eclipse Cross A/T / Inspire - HL 2025,1600000.0,-100000.0,1500000.0,2025-11-18,Mitsubishi,Eclipse Cross A/T / Inspire - HL 2025
Mitsubishi Eclipse Cross A/T / Insport PLUS - ML PLUS 2025,1530000.0,-125000.0,1405000.0,2025-11-18,Mitsubishi,Eclipse Cross A/T / Insport PLUS - ML PLUS 2025
Mitsubishi Eclipse Cross A/T / Insport BL 2025,1480000.0,-150000.0,1330000.0,2025-11-18,Mitsubishi,Eclipse Cross A/T / Insport BL 2025
GAC GS4 max A/T / Premium 2025,1440000.0,-90000.0,1350000.0,2025-11-18,GAC,GS4 max A/T / Premium 2025
Changan CS 35 Plus A/T / FLAGSHIP 2025,1150000.0,-25000.0,1125000.0,2025-11-16,Changan,CS 35 Plus A/T / FLAGSHIP 2025
Changan CS 35 Plus A/T / PREMIUM 2025,1050000.0,-20000.0,1030000.0,2025-11-16,Changan,CS 35 Plus A/T / PREMIUM 2025
Changan CS 35 Plus A/T / ELITE 2025,950000.0,-25000.0,925000.0,2025-11-16,Changan,CS 35 Plus A/T / ELITE 2025
Changan UNI-T A/T / Flagship 2025,1550000.0,-100000.0,1450000.0,2025-11-16,Changan,UNI-T A/T / Flagship 2025
Changan UNI-T A/T / Premium 2025,1450000.0,-100000.0,1350000.0,2025-11-16,Changan,UNI-T A/T / Premium 2025
Haval H6 A/T / ULTRA 2026,1555000.0,-65000.0,1490000.0,2025-11-16,Haval,H6 A/T / ULTRA 2026
Haval H6 A/T / Platinum 2026,1355000.0,-56000.0,1299000.0,2025-11-16,Haval,H6 A/T / Platinum 2026
Haval H6 HEV A/T / High Deluxe 2026,1590000.0,-100000.0,1490000.0,2025-11-16,Haval,H6 HEV A/T / High Deluxe 2026
Haval H6 HEV A/T / High Deluxe 2025,1570000.0,-100000.0,1470000.0,2025-11-16,Haval,H6 HEV A/T / High Deluxe 2025
Proton Saga A/T / Premium 2026,670000.0,-20100.0,649900.0,2025-11-13,Proton,Saga A/T / Premium 2026
Toyota Corolla A/T / Elegance 2026,1650000.0,-150000.0,1500000.0,2025-11-13,Toyota,Corolla A/T / Elegance 2026
Toyota Corolla A/T / SMART 2026,1500000.0,-150000.0,1350000.0,2025-11-13,Toyota,Corolla A/T / SMART 2026
Toyota Corolla AT / Comfort 2026,1400000.0,-150000.0,1250000.0,2025-11-13,Toyota,Corolla AT / Comfort 2026
Toyota Corolla Automatic / Active 2026,1300000.0,-150000.0,1150000.0,2025-11-13,Toyota,Corolla Automatic / Active 2026
Proton Saga A/T / Imported 2025,670000.0,-20000.0,650000.0,2025-11-12,Proton,Saga A/T / Imported 2025
Citroën C4X A/T / Shine 2026,1449000.0,-100000.0,1349000.0,2025-11-11,Citroën,C4X A/T / Shine 2026
Citroën C4X A/T / Feel 2026,1289000.0,-90000.0,1199000.0,2025-11-11,Citroën,C4X A/T / Feel 2026
Haval Jolion Pro A/T / High Deluxe 2025,1340000.0,-141000.0,1199000.0,2025-11-06,Haval,Jolion Pro A/T / High Deluxe 2025
Haval H6 A/T / Platinum 2026,1399000.0,-44000.0,1355000.0,2025-11-06,Haval,H6 A/T / Platinum 2026
Haval Jolion A/T / High Deluxe 2025,1225000.0,-26000.0,1199000.0,2025-11-06,Haval,Jolion A/T / High Deluxe 2025
Haval Jolion A/T / Deluxe SR 2025,1175000.0,-26000.0,1149000.0,2025-11-06,Haval,Jolion A/T / Deluxe SR 2025
Hyundai Ioniq 5 A/T / N BOOST (AWD) 2025,3750000.0,-500000.0,3250000.0,2025-11-05,Hyundai,Ioniq 5 A/T / N BOOST (AWD) 2025
Hyundai Ioniq 5 A/T / EXTREME AWD 2025,3350000.0,-600000.0,2750000.0,2025-11-05,Hyundai,Ioniq 5 A/T / EXTREME AWD 2025
Hyundai Ioniq 5 A/T / EXTREME 2025,3150000.0,-600000.0,2550000.0,2025-11-05,Hyundai,Ioniq 5 A/T / EXTREME 2025
Hyundai Ioniq 5 A/T /  CONNECT PLUS 2025,2750000.0,-600000.0,2150000.0,2025-11-05,Hyundai,Ioniq 5 A/T /  CONNECT PLUS 2025
Hyundai Ioniq 6 A/T / EXTREME AWD 2025,3150000.0,-600000.0,2550000.0,2025-11-05,Hyundai,Ioniq 6 A/T / EXTREME AWD 2025
Hyundai Ioniq 6 A/T / EXTREME RWD 2025,2950000.0,-600000.0,2350000.0,2025-11-05,Hyundai,Ioniq 6 A/T / EXTREME RWD 2025
Hyundai Ioniq 6 A/T / CONNECT PLUS 2025,2700000.0,-600000.0,2100000.0,2025-11-05,Hyundai,Ioniq 6 A/T / CONNECT PLUS 2025
Hyundai Santa Fe Automtic 2025,3150000.0,-250000.0,2900000.0,2025-11-05,Hyundai,Santa Fe Automtic 2025
Hyundai Santa Fe A/T / 4w 2025,3650000.0,-250000.0,3400000.0,2025-11-05,Hyundai,Santa Fe A/T / 4w 2025
Chevrolet Optra A/T / Ls 2026,744900.0,-20000.0,724900.0,2025-11-04,Chevrolet,Optra A/T / Ls 2026
Chevrolet Optra A/T / Lt 2026,769900.0,-20000.0,749900.0,2025-11-04,Chevrolet,Optra A/T / Lt 2026
Baic U5 plus A/T / Highline 2025,749900.0,20000.0,769900.0,2025-11-03,Baic,U5 plus A/T / Highline 2025
Ds Ds4 A/T / Trocadero 2025,2060000.0,-170000.0,1890000.0,2025-11-03,Ds,Ds4 A/T / Trocadero 2025
Ds Ds4 A/T / Performance Line 2025,2200000.0,-200000.0,2000000.0,2025-11-03,Ds,Ds4 A/T / Performance Line 2025
Hyundai Tucson A/T / N-Line 2025,2199000.0,-100000.0,2099000.0,2025-11-02,Hyundai,Tucson A/T / N-Line 2025
Hyundai Tucson A/T / BLACK DIAMOND 2025,2099000.0,-100000.0,1999000.0,2025-11-02,Hyundai,Tucson A/T / BLACK DIAMOND 2025
Hyundai Tucson A/T / NIGHT 2025,1999000.0,-100000.0,1899000.0,2025-11-02,Hyundai,Tucson A/T / NIGHT 2025
Hyundai Tucson A/T / Redine 2025,1900000.0,-151000.0,1749000.0,2025-11-02,Hyundai,Tucson A/T / Redine 2025
Hyundai Tucson A/T / Blaze 2025,1749000.0,-100000.0,1649000.0,2025-11-02,Hyundai,Tucson A/T / Blaze 2025
Hyundai Tucson A/T / SHADOW 2025,1599000.0,-100000.0,1499000.0,2025-11-02,Hyundai,Tucson A/T / SHADOW 2025
Hyundai Tucson A/T / N-Line 2026,2250000.0,-100000.0,2150000.0,2025-11-02,Hyundai,Tucson A/T / N-Line 2026
Hyundai Tucson A/T / BLACK DIAMOND 2026,2150000.0,-100000.0,2050000.0,2025-11-02,Hyundai,Tucson A/T / BLACK DIAMOND 2026
Hyundai Tucson A/T / NIGHT 2026,2050000.0,-100000.0,1950000.0,2025-11-02,Hyundai,Tucson A/T / NIGHT 2026
Hyundai Tucson A/T / Redine 2026,1900000.0,-100000.0,1800000.0,2025-11-02,Hyundai,Tucson A/T / Redine 2026
Hyundai Tucson A/T / Blaze 2026,1800000.0,-100000.0,1700000.0,2025-11-02,Hyundai,Tucson A/T / Blaze 2026
Hyundai Tucson A/T / SHADOW 2026,1650000.0,-100000.0,1550000.0,2025-11-02,Hyundai,Tucson A/T / SHADOW 2026
Kaiyi X3 Pro A/T / Flagship 2026,849900.0,10000.0,859900.0,2025-11-02,Kaiyi,X3 Pro A/T / Flagship 2026
Kaiyi X3 Pro A/T / Top Line 2026,810000.0,-10005.0,799995.0,2025-11-02,Kaiyi,X3 Pro A/T / Top Line 2026
Rox 01 A/T / Family 7 seats 2025,3650000.0,-450000.0,3200000.0,2025-11-02,Rox,01 A/T / Family 7 seats 2025
Rox 01 A/T / Aviation 6 seats 2025,3735000.0,-435000.0,3300000.0,2025-11-02,Rox,01 A/T / Aviation 6 seats 2025
Volkswagen Golf A/T / Life 2025,1750000.0,-60000.0,1690000.0,2025-10-28,Volkswagen,Golf A/T / Life 2025
Volkswagen Tiguan A/T / R-Line 2025,2550000.0,-200000.0,2350000.0,2025-10-28,Volkswagen,Tiguan A/T / R-Line 2025
Baic X7 A/T / Premium 2025,1724900.0,-195000.0,1529900.0,2025-10-27,Baic,X7 A/T / Premium 2025
Baic X7 A/T / Top Line 2025,1649900.0,-195000.0,1454900.0,2025-10-27,Baic,X7 A/T / Top Line 2025
Baic X7 A/T / Highline 2025,1574900.0,-195000.0,1379900.0,2025-10-27,Baic,X7 A/T / Highline 2025
Volvo EX30 A/T / Twin Plus Performance 2025,2270000.0,-320000.0,1950000.0,2025-10-21,Volvo,EX30 A/T / Twin Plus Performance 2025
Volvo EX30 A/T / Single Ultra Extended Range 2025,2230000.0,-431000.0,1799000.0,2025-10-21,Volvo,EX30 A/T / Single Ultra Extended Range 2025
Volvo EX30 A/T / Single PLUS Extended Range 2025,2030000.0,-331000.0,1699000.0,2025-10-21,Volvo,EX30 A/T / Single PLUS Extended Range 2025
Peugeot 5008 A/T / GT 2026,2574990.0,-125000.0,2449990.0,2025-10-21,Peugeot,5008 A/T / GT 2026
Peugeot 5008 A/T / Allure 2026,2284990.0,-110000.0,2174990.0,2025-10-21,Peugeot,5008 A/T / Allure 2026
Peugeot 3008 A/T / GT 2026,2349990.0,-100000.0,2249990.0,2025-10-21,Peugeot,3008 A/T / GT 2026
Peugeot 3008 A/T / Allure 2026,2049990.0,-60000.0,1989990.0,2025-10-21,Peugeot,3008 A/T / Allure 2026
Peugeot 408 A/T / GT 2026,2299990.0,-100000.0,2199990.0,2025-10-21,Peugeot,408 A/T / GT 2026
Peugeot 408 A/T / ALLURE PACK 2026,1949990.0,-60000.0,1889990.0,2025-10-21,Peugeot,408 A/T / ALLURE PACK 2026
Skoda Karoq A/T / Suite 2026,2150000.0,-200000.0,1950000.0,2025-10-15,Skoda,Karoq A/T / Suite 2026
Skoda Superb A/T / Selection 2026,2550000.0,-50000.0,2500000.0,2025-10-15,Skoda,Superb A/T / Selection 2026
Skoda Kodiaq A/T / Sportline 2026,3250000.0,-150000.0,3100000.0,2025-10-15,Skoda,Kodiaq A/T / Sportline 2026
Skoda Kodiaq A/T / Suite 2026,2950000.0,-200000.0,2750000.0,2025-10-15,Skoda,Kodiaq A/T / Suite 2026
Skoda Kodiaq A/T / Loft 2026,2550000.0,-100000.0,2450000.0,2025-10-15,Skoda,Kodiaq A/T / Loft 2026
Skoda Octavia A8 A/T / Suite 2026,2100000.0,-150000.0,1950000.0,2025-10-15,Skoda,Octavia A8 A/T / Suite 2026
Skoda Octavia A8 A/T / Lounge 2026,1950000.0,-100000.0,1850000.0,2025-10-15,Skoda,Octavia A8 A/T / Lounge 2026
Skoda Octavia A8 A/T / Loft 2026,1750000.0,-100000.0,1650000.0,2025-10-15,Skoda,Octavia A8 A/T / Loft 2026
Kaiyi X3 Pro A/T / Flagship 2026,948750.0,-98850.0,849900.0,2025-10-13,Kaiyi,X3 Pro A/T / Flagship 2026
Kaiyi X3 Pro A/T / Top Line 2026,915000.0,-105000.0,810000.0,2025-10-13,Kaiyi,X3 Pro A/T / Top Line 2026
Renault Austral A/T / Esprit Alpine / B/E 2026,2020000.0,-250000.0,1770000.0,2025-10-13,Renault,Austral A/T / Esprit Alpine / B/E 2026
Renault Austral A/T /  Esprit Alpine 2026,1990000.0,-250000.0,1740000.0,2025-10-13,Renault,Austral A/T /  Esprit Alpine 2026
Renault Austral A/T / Iconic 2026,1880000.0,-250000.0,1630000.0,2025-10-13,Renault,Austral A/T / Iconic 2026
Renault Austral A/T / Techno 2026,1770000.0,-200000.0,1570000.0,2025-10-13,Renault,Austral A/T / Techno 2026
Renault Austral A/T / Evolution 2026,1590000.0,-190000.0,1400000.0,2025-10-13,Renault,Austral A/T / Evolution 2026
Volvo XC90 A/T / Ultimate 2025,5290000.0,-340000.0,4950000.0,2025-10-13,Volvo,XC90 A/T / Ultimate 2025
Zeekr 001 A/T / Performance AWD 2025,3300000.0,-351000.0,2949000.0,2025-10-08,Zeekr,001 A/T / Performance AWD 2025
Zeekr 001 A/T / Privilege AWD 2025,2980000.0,-231000.0,2749000.0,2025-10-08,Zeekr,001 A/T / Privilege AWD 2025
Zeekr 001 A/T / Long Range 2025,2700000.0,-251000.0,2449000.0,2025-10-08,Zeekr,001 A/T / Long Range 2025
Zeekr X A/T / Performance 2025,2250000.0,-401000.0,1849000.0,2025-10-08,Zeekr,X A/T / Performance 2025
Zeekr X A/T / Long Range 2025,2100000.0,-401000.0,1699000.0,2025-10-08,Zeekr,X A/T / Long Range 2025
Ds DS7 A/T / Etoile 2025,2850000.0,-175000.0,2675000.0,2025-10-07,Ds,DS7 A/T / Etoile 2025
Ds DS7 A/T / pallas 2025,2595000.0,-245000.0,2350000.0,2025-10-07,Ds,DS7 A/T / pallas 2025
MG ZS A/T / Luxury 2026,1080000.0,-30010.0,1049990.0,2025-10-06,MG,ZS A/T / Luxury 2026
MG ZS Automatic / Comfort 2026,990000.0,-60010.0,929990.0,2025-10-06,MG,ZS Automatic / Comfort 2026
MG 5 A/T / Luxury 2026,950000.0,-50010.0,899990.0,2025-10-06,MG,5 A/T / Luxury 2026
Hyundai Accent RB A/T / Highline 2026,930000.0,-31000.0,899000.0,2025-10-06,Hyundai,Accent RB A/T / Highline 2026
Hyundai Accent RB A/T / DAB ABS 2026,875000.0,-25000.0,850000.0,2025-10-06,Hyundai,Accent RB A/T / DAB ABS 2026
Hyundai Accent RB A/T / SR 2026,829900.0,-20000.0,809900.0,2025-10-06,Hyundai,Accent RB A/T / SR 2026
Hyundai Accent RB A/T / GL 2026,799900.0,-20000.0,779900.0,2025-10-06,Hyundai,Accent RB A/T / GL 2026
Nissan Qashqai AT / N-Design e-PWR 2025,1899000.0,-15000.0,1884000.0,2025-10-01,Nissan,Qashqai AT / N-Design e-PWR 2025
Nissan Qashqai AT / N-Connecta 2025,1499000.0,-35000.0,1464000.0,2025-10-01,Nissan,Qashqai AT / N-Connecta 2025
Nissan Juke AT / N-Design 2025,1218000.0,7000.0,1225000.0,2025-10-01,Nissan,Juke AT / N-Design 2025
Nissan Juke AT / Tekna 2025,1168000.0,7000.0,1175000.0,2025-10-01,Nissan,Juke AT / Tekna 2025
Nissan Juke AT / ACCENTA 2025,1068000.0,7000.0,1075000.0,2025-10-01,Nissan,Juke AT / ACCENTA 2025
Nissan XTrail A/T / E-4orce Tekna 2026,2350000.0,-50010.0,2299990.0,2025-10-01,Nissan,XTrail A/T / E-4orce Tekna 2026
Nissan XTrail A/T / N-Terk 2026,2130000.0,-50010.0,2079990.0,2025-10-01,Nissan,XTrail A/T / N-Terk 2026
Nissan XTrail A/T / Acenta 2WD 2026,2050000.0,-50010.0,1999990.0,2025-10-01,Nissan,XTrail A/T / Acenta 2WD 2026
Nissan Sentra A/T / Highline 2026,920000.0,-21000.0,899000.0,2025-10-01,Nissan,Sentra A/T / Highline 2026
Nissan Sunny A/T / Super Saloon 2026,810000.0,-15000.0,795000.0,2025-10-01,Nissan,Sunny A/T / Super Saloon 2026
Nissan Sunny A/T / plus 2026,780000.0,-35000.0,745000.0,2025-10-01,Nissan,Sunny A/T / plus 2026
Nissan Sunny A/T / Baseline 2026,735000.0,-45000.0,690000.0,2025-10-01,Nissan,Sunny A/T / Baseline 2026
Smart 3 A/T / BRABUS 2025,2690000.0,-300000.0,2390000.0,2025-10-01,Smart,3 A/T / BRABUS 2025
Smart 3 A/T / Premium 2025,2490000.0,-300000.0,2190000.0,2025-10-01,Smart,3 A/T / Premium 2025
Smart 3 A/T / Pro+ 2025,2290000.0,-300000.0,1990000.0,2025-10-01,Smart,3 A/T / Pro+ 2025
Smart 1 A/T / BRABUS 2025,2440000.0,-300000.0,2140000.0,2025-10-01,Smart,1 A/T / BRABUS 2025
Smart 1 A/T / Premium 2025,2290000.0,-300000.0,1990000.0,2025-10-01,Smart,1 A/T / Premium 2025
Smart 1 A/T / Pure+ 2025,1890000.0,-400000.0,1490000.0,2025-10-01,Smart,1 A/T / Pure+ 2025
Smart 1 A/T / Pro+ 2025,2140000.0,-300000.0,1840000.0,2025-10-01,Smart,1 A/T / Pro+ 2025
KGM Torres Automtic /adventure plus 4*4 2025,2090000.0,-50000.0,2040000.0,2025-09-30,KGM,Torres Automtic /adventure plus 4*4 2025
KGM Torres A/T / Luxury 2025,1990000.0,-50000.0,1940000.0,2025-09-30,KGM,Torres A/T / Luxury 2025
KGM Torres A/T / Premium 2025,1849000.0,-50000.0,1799000.0,2025-09-30,KGM,Torres A/T / Premium 2025
KGM Torres Automtic /advanced 2025,1699000.0,-49000.0,1650000.0,2025-09-30,KGM,Torres Automtic /advanced 2025
KGM Torres Automtic /comfort 2025,1575000.0,-50000.0,1525000.0,2025-09-30,KGM,Torres Automtic /comfort 2025
Hongqi Ousado A/T / Comfort 2026,1500000.0,-10000.0,1490000.0,2025-09-30,Hongqi,Ousado A/T / Comfort 2026
Hyundai Tucson A/T / Blaze 2026,1650000.0,150000.0,1800000.0,2025-09-28,Hyundai,Tucson A/T / Blaze 2026
Hyundai Tucson A/T / Redine 2025,1849000.0,51000.0,1900000.0,2025-09-28,Hyundai,Tucson A/T / Redine 2025
Changan Eado plus A/T / Flagship 2026,1265000.0,-65000.0,1200000.0,2025-09-28,Changan,Eado plus A/T / Flagship 2026
Changan Eado plus A/T / Premium 2026,1165000.0,-65000.0,1100000.0,2025-09-28,Changan,Eado plus A/T / Premium 2026
Changan Eado plus A/T / Elite 2026,1065000.0,-15000.0,1050000.0,2025-09-28,Changan,Eado plus A/T / Elite 2026
Alfa Romeo Tonale AT / sprint 2025,2690000.0,-65000.0,2625000.0,2025-09-25,Alfa Romeo,Romeo Tonale AT / sprint 2025
Alfa Romeo Stelvio A/T / Veloce 2025,3850000.0,-300000.0,3550000.0,2025-09-25,Alfa Romeo,Romeo Stelvio A/T / Veloce 2025
Alfa Romeo Stelvio A/T / Sprint 2025,3500000.0,-175000.0,3325000.0,2025-09-25,Alfa Romeo,Romeo Stelvio A/T / Sprint 2025
Alfa Romeo Giulia A/T / Veloce 2025,3300000.0,-151000.0,3149000.0,2025-09-25,Alfa Romeo,Romeo Giulia A/T / Veloce 2025
Alfa Romeo Giulia AT / sprint 2025,3000000.0,-251000.0,2749000.0,2025-09-25,Alfa Romeo,Romeo Giulia AT / sprint 2025
Jetour T2 A/T / Luxury 2026,1865000.0,-90000.0,1775000.0,2025-09-23,Jetour,T2 A/T / Luxury 2026
Jetour T1 A/T / Luxury 2026,1695000.0,-110000.0,1585000.0,2025-09-23,Jetour,T1 A/T / Luxury 2026
GAC GS3  Emzoom Automatic / RS Style 2025,1385000.0,-110000.0,1275000.0,2025-09-22,GAC,GS3  Emzoom Automatic / RS Style 2025
GAC GS3  Emzoom Automatic / GL 2025,1255000.0,-60000.0,1195000.0,2025-09-22,GAC,GS3  Emzoom Automatic / GL 2025
GAC GS3  Emzoom Automtic / GB 2025,1155000.0,-40000.0,1115000.0,2025-09-22,GAC,GS3  Emzoom Automtic / GB 2025
GAC GS3  Emzoom Automtic /GS 2025,1095000.0,-40000.0,1055000.0,2025-09-22,GAC,GS3  Emzoom Automtic /GS 2025
Baic BJ30 A/T / ULTRA 2025,1789900.0,-115000.0,1674900.0,2025-09-16,Baic,BJ30 A/T / ULTRA 2025
Baic BJ30 A/T / PRO 2025,1689900.0,-115000.0,1574900.0,2025-09-16,Baic,BJ30 A/T / PRO 2025
Baic U5 plus A/T / Top Line 2025,899900.0,-45000.0,854900.0,2025-09-16,Baic,U5 plus A/T / Top Line 2025
Baic U5 plus A/T / Highline 2025,799900.0,-50000.0,749900.0,2025-09-16,Baic,U5 plus A/T / Highline 2025
Citroën C4 A/T / Shine Two Tone 2026,1550000.0,-160000.0,1390000.0,2025-09-16,Citroën,C4 A/T / Shine Two Tone 2026
Citroën C5 Aircross A/T / Shine 2026,1850000.0,-120000.0,1730000.0,2025-09-16,Citroën,C5 Aircross A/T / Shine 2026
Citroën C5 Aircross A/T / Shine Entry 2026,1720000.0,-130000.0,1590000.0,2025-09-16,Citroën,C5 Aircross A/T / Shine Entry 2026
Xpeng G9 A/T /  Long Range + Nappa 2025,3350000.0,30000.0,3380000.0,2025-09-15,Xpeng,G9 A/T /  Long Range + Nappa 2025
Xpeng G9 A/T / Performance 2025,3700000.0,-200000.0,3500000.0,2025-09-15,Xpeng,G9 A/T / Performance 2025
Xpeng G6 A/T / STANDARD RANGE 2025,2390000.0,60000.0,2450000.0,2025-09-15,Xpeng,G6 A/T / STANDARD RANGE 2025
Xpeng G6 A/T / LONG RANGE 2025,2590000.0,10000.0,2600000.0,2025-09-15,Xpeng,G6 A/T / LONG RANGE 2025
Renault Megane A/T / Signature Turbo 2026,1450000.0,-160000.0,1290000.0,2025-09-14,Renault,Megane A/T / Signature Turbo 2026
Renault Megane A/T / Signature 2026,1350000.0,-160000.0,1190000.0,2025-09-14,Renault,Megane A/T / Signature 2026
Renault Megane A/T / Dynamic 2026,1250000.0,-160000.0,1090000.0,2025-09-14,Renault,Megane A/T / Dynamic 2026
Renault Duster A/T / H3 2026,1399900.0,-79900.0,1320000.0,2025-09-14,Renault,Duster A/T / H3 2026
Renault Duster A/T / H2 2026,1324900.0,-84900.0,1240000.0,2025-09-14,Renault,Duster A/T / H2 2026
Renault Duster A/T / H1 2026,1224900.0,-74900.0,1150000.0,2025-09-14,Renault,Duster A/T / H1 2026
Peugeot 3008 A/T / GT 2026,2459990.0,-110000.0,2349990.0,2025-09-14,Peugeot,3008 A/T / GT 2026
Peugeot 3008 A/T / Allure 2026,2199990.0,-150000.0,2049990.0,2025-09-14,Peugeot,3008 A/T / Allure 2026
Peugeot 5008 A/T / GT 2026,2674990.0,-100000.0,2574990.0,2025-09-14,Peugeot,5008 A/T / GT 2026
Peugeot 5008 A/T / Allure 2026,2424990.0,-140000.0,2284990.0,2025-09-14,Peugeot,5008 A/T / Allure 2026
Opel Mokka A/T / Black Edition 2026,1490000.0,-100000.0,1390000.0,2025-09-14,Opel,Mokka A/T / Black Edition 2026
Skoda Kodiaq A/T / Loft 2025,2549000.0,-49000.0,2500000.0,2025-09-09,Skoda,Kodiaq A/T / Loft 2025
Skoda Karoq A/T / Luxury 2025,2250000.0,-150000.0,2100000.0,2025-09-09,Skoda,Karoq A/T / Luxury 2025
Skoda Kodiaq A/T / Sportline 2025,3299000.0,-99000.0,3200000.0,2025-09-09,Skoda,Kodiaq A/T / Sportline 2025
Skoda Kodiaq A/T / Suite 2025,3099000.0,-199000.0,2900000.0,2025-09-09,Skoda,Kodiaq A/T / Suite 2025
Skoda Kodiaq A/T / Lounge 2025,2799000.0,-99000.0,2700000.0,2025-09-09,Skoda,Kodiaq A/T / Lounge 2025
Skoda Octavia A8 A/T / Suite 2025,2199000.0,-149000.0,2050000.0,2025-09-09,Skoda,Octavia A8 A/T / Suite 2025
Skoda Octavia A8 A/T / Lounge 2025,1999000.0,-99000.0,1900000.0,2025-09-09,Skoda,Octavia A8 A/T / Lounge 2025
Skoda Octavia A8 A/T / Loft 2025,1799000.0,-99000.0,1700000.0,2025-09-09,Skoda,Octavia A8 A/T / Loft 2025
Geely Cool Ray A/T / sport / (Abou Ghaly) 2025,1596000.0,-297000.0,1299000.0,2025-09-02,Geely,Cool Ray A/T / sport / (Abou Ghaly) 2025
Geely Cool Ray A/T / Premium / (Abou Ghaly) 2025,1446000.0,-247000.0,1199000.0,2025-09-02,Geely,Cool Ray A/T / Premium / (Abou Ghaly) 2025
Geely Cool Ray A/T / GL / (Abou Ghaly) 2025,1376000.0,-277000.0,1099000.0,2025-09-02,Geely,Cool Ray A/T / GL / (Abou Ghaly) 2025
Geely Emgrand A/T / Luxury / (Abou Ghaly) 2025,999000.0,-60000.0,939000.0,2025-09-02,Geely,Emgrand A/T / Luxury / (Abou Ghaly) 2025
Geely Emgrand A/T / Comfort / (Abou Ghaly) 2025,879000.0,-40000.0,839000.0,2025-09-02,Geely,Emgrand A/T / Comfort / (Abou Ghaly) 2025
Geely Starray A/T / Sport + (Abou Ghaly) 2025,1879000.0,-110000.0,1769000.0,2025-09-02,Geely,Starray A/T / Sport + (Abou Ghaly) 2025
Geely Starray A/T / Sport (Abou Ghaly) 2025,1799000.0,-100000.0,1699000.0,2025-09-02,Geely,Starray A/T / Sport (Abou Ghaly) 2025
Geely Starray A/T / Premium (Abou Ghaly) 2025,1699000.0,-100000.0,1599000.0,2025-09-02,Geely,Starray A/T / Premium (Abou Ghaly) 2025
