Classes,Old Price,Price Change,New Price,date_range,brand,model
Volvo XC 40 A/T /  Black Edition 2024,2999000.0,-309000.0,2690000.0,2024-08-15,Volvo,XC 40 A/T /  Black Edition 2024
Byd F3 Automtic 2025,640000.0,10000.0,650000.0,2024-08-14,Byd,F3 Automtic 2025
Byd F3 Manual 2025,560000.0,10000.0,570000.0,2024-08-14,Byd,F3 Manual 2025
Cupra Formentor Automtic 2024,2420000.0,80000.0,2500000.0,2024-08-12,Cupra,Formentor Automtic 2024
Seat Tarraco A/T / FR 2024,2370000.0,80000.0,2450000.0,2024-08-12,Seat,Tarraco A/T / FR 2024
Seat Tarraco A/T / Experience 2024,2220000.0,80000.0,2300000.0,2024-08-12,Seat,Tarraco A/T / Experience 2024
MG HS A/T / Luxury 2025,1570000.0,30000.0,1600000.0,2024-08-11,MG,HS A/T / Luxury 2025
MG One A/T / Luxury 2025,1370000.0,50000.0,1420000.0,2024-08-11,MG,One A/T / Luxury 2025
MG One A/T / Standard 2025,1280000.0,70000.0,1350000.0,2024-08-11,MG,One A/T / Standard 2025
MG ZS A/T / Luxury 2025,1020000.0,30000.0,1050000.0,2024-08-11,MG,ZS A/T / Luxury 2025
MG ZS Automatic / Comfort / ACC 2025,1000000.0,25000.0,1025000.0,2024-08-11,MG,ZS Automatic / Comfort / ACC 2025
MG ZS Automatic / Comfort 2025,975000.0,25000.0,1000000.0,2024-08-11,MG,ZS Automatic / Comfort 2025
MG RX5 Plus A/T / Luxury 2025,1500000.0,40000.0,1540000.0,2024-08-11,MG,RX5 Plus A/T / Luxury 2025
MG RX5 Plus A/T / Comfort 2025,1450000.0,40000.0,1490000.0,2024-08-11,MG,RX5 Plus A/T / Comfort 2025
MG 6 A/T / LUX / Red Interior 2025,1250000.0,10000.0,1260000.0,2024-08-11,MG,6 A/T / LUX / Red Interior 2025
MG 6 A/T / LUX / Black interior 2025,1220000.0,30000.0,1250000.0,2024-08-11,MG,6 A/T / LUX / Black interior 2025
MG 5 A/T / Luxury 2025,900000.0,50000.0,950000.0,2024-08-11,MG,5 A/T / Luxury 2025
MG 5 A/T / Standard 2025,830000.0,30000.0,860000.0,2024-08-11,MG,5 A/T / Standard 2025
Vgv U70 Pro A/T / Top Line 2024,1195000.0,-115100.0,1079900.0,2024-08-05,Vgv,U70 Pro A/T / Top Line 2024
Seat Tarraco A/T / FR 2024,2350000.0,20000.0,2370000.0,2024-08-01,Seat,Tarraco A/T / FR 2024
Seat Tarraco A/T / Experience 2024,2200000.0,20000.0,2220000.0,2024-08-01,Seat,Tarraco A/T / Experience 2024
Cupra Formentor Automtic 2024,2400000.0,20000.0,2420000.0,2024-08-01,Cupra,Formentor Automtic 2024
Hyundai Elantra AD A/T / Top Line 2025,1080000.0,15000.0,1095000.0,2024-08-01,Hyundai,Elantra AD A/T / Top Line 2025
Hyundai Elantra AD A/T / Modern 2025,980000.0,15000.0,995000.0,2024-08-01,Hyundai,Elantra AD A/T / Modern 2025
Hyundai Elantra AD A/T / Smart 2025,920000.0,15000.0,935000.0,2024-08-01,Hyundai,Elantra AD A/T / Smart 2025
Hyundai Accent RB A/T / Highline 2025,850000.0,10000.0,860000.0,2024-08-01,Hyundai,Accent RB A/T / Highline 2025
Hyundai Accent RB A/T / DAB ABS PLUS 2025,815000.0,10000.0,825000.0,2024-08-01,Hyundai,Accent RB A/T / DAB ABS PLUS 2025
Hyundai Accent RB A/T / DAB ABS 2025,795000.0,10000.0,805000.0,2024-08-01,Hyundai,Accent RB A/T / DAB ABS 2025
Hyundai Accent RB A/T / SR 2025,760000.0,10000.0,770000.0,2024-08-01,Hyundai,Accent RB A/T / SR 2025
Hyundai Accent RB A/T / GL 2025,730000.0,10000.0,740000.0,2024-08-01,Hyundai,Accent RB A/T / GL 2025
Mitsubishi Outlander Sport Automtic / PREMIUM LINE 2025,1450000.0,50000.0,1500000.0,2024-08-01,Mitsubishi,Outlander Sport Automtic / PREMIUM LINE 2025
Chery Tiggo 7 A/T / Highline 2025,1045000.0,15000.0,1060000.0,2024-08-01,Chery,Tiggo 7 A/T / Highline 2025
Chery Tiggo 7 A/T /  Baseline 2025,970000.0,10000.0,980000.0,2024-08-01,Chery,Tiggo 7 A/T /  Baseline 2025
Chery Tiggo 4 Pro A/T / Highline / Turbo 2025,999000.0,16000.0,1015000.0,2024-08-01,Chery,Tiggo 4 Pro A/T / Highline / Turbo 2025
Chery Tiggo 4 Pro A/T / Luxury 2025,925000.0,15000.0,940000.0,2024-08-01,Chery,Tiggo 4 Pro A/T / Luxury 2025
Chery Tiggo 4 Pro A/T / Comfort 2025,850000.0,15000.0,865000.0,2024-08-01,Chery,Tiggo 4 Pro A/T / Comfort 2025
Byd F3 Automtic 2025,620000.0,20000.0,640000.0,2024-07-03,Byd,F3 Automtic 2025
Byd F3 Manual 2025,540000.0,20000.0,560000.0,2024-07-03,Byd,F3 Manual 2025
Hyundai Elantra AD A/T / Top Line 2025,1050000.0,30000.0,1080000.0,2024-07-01,Hyundai,Elantra AD A/T / Top Line 2025
Hyundai Elantra AD A/T / Modern 2025,950000.0,30000.0,980000.0,2024-07-01,Hyundai,Elantra AD A/T / Modern 2025
Hyundai Elantra AD A/T / Smart 2025,890000.0,30000.0,920000.0,2024-07-01,Hyundai,Elantra AD A/T / Smart 2025
Hyundai Accent RB A/T / Highline 2025,825000.0,25000.0,850000.0,2024-07-01,Hyundai,Accent RB A/T / Highline 2025
Hyundai Accent RB A/T / DAB ABS PLUS 2025,790000.0,25000.0,815000.0,2024-07-01,Hyundai,Accent RB A/T / DAB ABS PLUS 2025
Hyundai Accent RB A/T / DAB ABS 2025,770000.0,25000.0,795000.0,2024-07-01,Hyundai,Accent RB A/T / DAB ABS 2025
Hyundai Accent RB A/T / SR 2025,735000.0,25000.0,760000.0,2024-07-01,Hyundai,Accent RB A/T / SR 2025
Hyundai Accent RB A/T / GL 2025,705000.0,25000.0,730000.0,2024-07-01,Hyundai,Accent RB A/T / GL 2025
BMW 7 Series A/T /  i7 XDrive60 2024,10560000.0,-60000.0,10500000.0,2024-07-01,BMW,7 Series A/T /  i7 XDrive60 2024
BMW 7 Series A/T /  i7 XDrive60 2024,10500000.0,60000.0,10560000.0,2024-07-01,BMW,7 Series A/T /  i7 XDrive60 2024
Soueast DX5 A/T / Top Line 2024,950000.0,-50000.0,900000.0,2024-06-25,Soueast,DX5 A/T / Top Line 2024
Geely Starray A/T / Sport +( AUTO MOBILITY) 2025,1849000.0,80000.0,1929000.0,2024-06-10,Geely,Starray A/T / Sport +( AUTO MOBILITY) 2025
BMW X1 A/T / M Sport 2025,3275000.0,-110000.0,3165000.0,2024-06-02,BMW,X1 A/T / M Sport 2025
BMW 7 Series A/T / 740i 2025,9900000.0,350000.0,10250000.0,2024-06-02,BMW,7 Series A/T / 740i 2025
Chery Tiggo 3 Automtic / Tinted Glass 2024,855000.0,-75000.0,780000.0,2024-05-29,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Subaru Forester Automtic 2024,2695000.0,-96000.0,2599000.0,2024-05-21,Subaru,Forester Automtic 2024
Subaru XV Crosstrek Automtic 2024,2495000.0,-145000.0,2350000.0,2024-05-21,Subaru,XV Crosstrek Automtic 2024
Soueast DX5 A/T / Top Line 2024,860000.0,90000.0,950000.0,2024-05-09,Soueast,DX5 A/T / Top Line 2024
Kia Grand Cerato A/T / Highline 2024,1649900.0,-200000.0,1449900.0,2024-04-30,Kia,Grand Cerato A/T / Highline 2024
Kia Grand Cerato A/T / EX Cam 2024,1549900.0,-170000.0,1379900.0,2024-04-30,Kia,Grand Cerato A/T / EX Cam 2024
Kia Grand Cerato A/T / LX FO 2024,1449900.0,-200000.0,1249900.0,2024-04-30,Kia,Grand Cerato A/T / LX FO 2024
Geely Okavango A/T /Premium / (Abou Ghaly) 2024,1879900.0,-210000.0,1669900.0,2024-04-24,Geely,Okavango A/T /Premium / (Abou Ghaly) 2024
Chery Tiggo 3 Automtic / Tinted Glass 2024,955000.0,-100000.0,855000.0,2024-04-18,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Ford Focus A/T /  Titanium 5Dr 2023,1465000.0,-100000.0,1365000.0,2024-04-15,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Connected 5d 2023,1425000.0,-100000.0,1325000.0,2024-04-15,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,1485000.0,-100000.0,1385000.0,2024-04-15,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,1450000.0,-100000.0,1350000.0,2024-04-15,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,1390000.0,-100000.0,1290000.0,2024-04-15,Ford,Focus A/T / Trend 4d 2023
Cupra Formentor Automtic 2024,2550000.0,-150000.0,2400000.0,2024-04-15,Cupra,Formentor Automtic 2024
Seat Tarraco A/T / FR 2024,2600000.0,-250000.0,2350000.0,2024-04-15,Seat,Tarraco A/T / FR 2024
Seat Tarraco A/T / Experience 2024,2400000.0,-200000.0,2200000.0,2024-04-15,Seat,Tarraco A/T / Experience 2024
Alfa Romeo Tonale A/T / Veloce 2024,3010000.0,-60000.0,2950000.0,2024-04-02,Alfa Romeo,Romeo Tonale A/T / Veloce 2024
Alfa Romeo Tonale A/T / TI 2024,2790000.0,-100000.0,2690000.0,2024-04-02,Alfa Romeo,Romeo Tonale A/T / TI 2024
Suzuki Grand vitara A/T / GLX 2 Tone 2024,2050000.0,-250000.0,1800000.0,2024-03-27,Suzuki,Grand vitara A/T / GLX 2 Tone 2024
Suzuki Grand vitara A/T / GLX 2024,2000000.0,-250000.0,1750000.0,2024-03-27,Suzuki,Grand vitara A/T / GLX 2024
Suzuki Fronx A/T / GLX 2 Tone 2024,1700000.0,-200000.0,1500000.0,2024-03-27,Suzuki,Fronx A/T / GLX 2 Tone 2024
Suzuki Fronx A/T / GLX 2024,1650000.0,-200000.0,1450000.0,2024-03-27,Suzuki,Fronx A/T / GLX 2024
Suzuki Fronx A/T / GL / 2 tone 2024,1600000.0,-200000.0,1400000.0,2024-03-27,Suzuki,Fronx A/T / GL / 2 tone 2024
Suzuki Fronx A/T / GL 2024,1550000.0,-200000.0,1350000.0,2024-03-27,Suzuki,Fronx A/T / GL 2024
Jac JS3 A/T / Top Line 2024,1104900.0,-86000.0,1018900.0,2024-03-20,Jac,JS3 A/T / Top Line 2024
Citroën C Elysee A/T / Luxury 2024,1150000.0,-190000.0,960000.0,2024-03-20,Citroën,C Elysee A/T / Luxury 2024
Geely Okavango A/T /Premium / (Abou Ghaly) 2024,1513900.0,366000.0,1879900.0,2024-03-14,Geely,Okavango A/T /Premium / (Abou Ghaly) 2024
KGM Tivoli XLV Automtic 2024,1600000.0,-200000.0,1400000.0,2024-03-13,KGM,Tivoli XLV Automtic 2024
KGM Tivoli Automtic 2024,1400000.0,-25000.0,1375000.0,2024-03-13,KGM,Tivoli Automtic 2024
KGM Tivoli Automtic 2024,1575000.0,-175000.0,1400000.0,2024-03-13,KGM,Tivoli Automtic 2024
KGM Tivoli XLV Automtic 2024,1190000.0,410000.0,1600000.0,2024-03-13,KGM,Tivoli XLV Automtic 2024
KGM Tivoli Automtic 2024,1150000.0,425000.0,1575000.0,2024-03-13,KGM,Tivoli Automtic 2024
Soueast DX8S Coupe A/T / Active 2024,989990.0,209010.0,1199000.0,2024-03-07,Soueast,DX8S Coupe A/T / Active 2024
Zotye T300 Automtic 2024,1.0,998999.0,999000.0,2024-02-28,Zotye,T300 Automtic 2024
Zotye T300 manual‏ 2024,1.0,774899.0,774900.0,2024-02-28,Zotye,T300 manual‏ 2024
Alfa Romeo Tonale A/T / Veloce 2024,2600000.0,410000.0,3010000.0,2024-02-20,Alfa Romeo,Romeo Tonale A/T / Veloce 2024
Alfa Romeo Tonale A/T / TI 2024,2400000.0,390000.0,2790000.0,2024-02-20,Alfa Romeo,Romeo Tonale A/T / TI 2024
Subaru XV Crosstrek Automtic 2024,2100000.0,395000.0,2495000.0,2024-02-19,Subaru,XV Crosstrek Automtic 2024
Suzuki Grand vitara A/T / GLX 2 Tone 2024,1549900.0,500100.0,2050000.0,2024-02-19,Suzuki,Grand vitara A/T / GLX 2 Tone 2024
Suzuki Grand vitara A/T / GLX 2024,1499900.0,550100.0,2050000.0,2024-02-19,Suzuki,Grand vitara A/T / GLX 2024
Suzuki Fronx A/T / GLX 2 Tone 2024,1299900.0,400100.0,1700000.0,2024-02-19,Suzuki,Fronx A/T / GLX 2 Tone 2024
Suzuki Fronx A/T / GLX 2024,1249900.0,400100.0,1650000.0,2024-02-19,Suzuki,Fronx A/T / GLX 2024
Suzuki Fronx A/T / GL 2024,1149900.0,400100.0,1550000.0,2024-02-19,Suzuki,Fronx A/T / GL 2024
Citroën C Elysee A/T / Luxury 2024,959000.0,191000.0,1150000.0,2024-02-14,Citroën,C Elysee A/T / Luxury 2024
Ford Focus A/T /  Titanium 5Dr 2023,1380000.0,85000.0,1465000.0,2024-02-13,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Titanium 4d 2023,1385000.0,100000.0,1485000.0,2024-02-13,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 5d 2023,1340000.0,85000.0,1425000.0,2024-02-13,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Connected 4d 2023,1350000.0,100000.0,1450000.0,2024-02-13,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,1290000.0,100000.0,1390000.0,2024-02-13,Ford,Focus A/T / Trend 4d 2023
Jac JS3 A/T / Top Line 2024,1079900.0,25000.0,1104900.0,2024-02-13,Jac,JS3 A/T / Top Line 2024
Dongfeng A30 Shine A/T / SHINE -Limited Edition 2024,1125000.0,60000.0,1185000.0,2024-02-06,Dongfeng,A30 Shine A/T / SHINE -Limited Edition 2024
Chery Tiggo 3 Automtic / Tinted Glass 2024,850000.0,105000.0,955000.0,2024-02-01,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Mini Mini Cooper S A/T / S 3-Door Iconic 2024,2050000.0,370000.0,2420000.0,2024-01-31,Mini,Mini Cooper S A/T / S 3-Door Iconic 2024
BMW X6 M A/T / M60I 2024,7300000.0,1700000.0,9000000.0,2024-01-31,BMW,X6 M A/T / M60I 2024
BMW X3 A/T / xDrive30i  xLine 2024,3800000.0,800000.0,4600000.0,2024-01-31,BMW,X3 A/T / xDrive30i  xLine 2024
BMW 320 A/T / m340i xdrive 2024,4750000.0,750000.0,5500000.0,2024-01-31,BMW,320 A/T / m340i xdrive 2024
BMW 320 A/T / 330 M SPORT 2024,3500000.0,600000.0,4100000.0,2024-01-31,BMW,320 A/T / 330 M SPORT 2024
BMW 320 A/T / Sport 2024,2750000.0,600000.0,3350000.0,2024-01-31,BMW,320 A/T / Sport 2024
BMW 320 A/T / Luxury 2024,2575000.0,525000.0,3100000.0,2024-01-31,BMW,320 A/T / Luxury 2024
BMW 320 A/T / Advantage 2024,2400000.0,500000.0,2900000.0,2024-01-31,BMW,320 A/T / Advantage 2024
Ford Focus A/T /  Titanium 5Dr 2023,1230000.0,150000.0,1380000.0,2024-01-24,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Connected 5d 2023,1190000.0,150000.0,1340000.0,2024-01-24,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,1235000.0,150000.0,1385000.0,2024-01-24,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,1200000.0,150000.0,1350000.0,2024-01-24,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,1140000.0,150000.0,1290000.0,2024-01-24,Ford,Focus A/T / Trend 4d 2023
Jac JS3 A/T / Top Line 2024,919900.0,160000.0,1079900.0,2024-01-24,Jac,JS3 A/T / Top Line 2024
Chery Tiggo 3 Automtic / Tinted Glass 2024,810000.0,40000.0,850000.0,2024-01-21,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Citroën C Elysee A/T / Luxury 2024,889000.0,70000.0,959000.0,2024-01-14,Citroën,C Elysee A/T / Luxury 2024
Jac JS3 A/T / Top Line 2024,889900.0,30000.0,919900.0,2024-01-07,Jac,JS3 A/T / Top Line 2024
Soueast DX8S Coupe A/T / Active 2024,915000.0,74990.0,989990.0,2024-01-03,Soueast,DX8S Coupe A/T / Active 2024
Soueast DX7 NOVA A/T / Highline 2024,979900.0,10000.0,989900.0,2024-01-03,Soueast,DX7 NOVA A/T / Highline 2024
Chery Tiggo 3 Automtic / Tinted Glass 2024,765000.0,45000.0,810000.0,2024-01-02,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Hyundai Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024,760000.0,130000.0,890000.0,2023-12-31,Hyundai,Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024
Bestune B70 A/T / Premium 2024,1245000.0,30000.0,1275000.0,2023-12-21,Bestune,B70 A/T / Premium 2024
Bestune B70 A/T / Deluxe 2024,1180000.0,30000.0,1210000.0,2023-12-21,Bestune,B70 A/T / Deluxe 2024
Ford Focus A/T /  Titanium 5Dr 2023,1130000.0,100000.0,1230000.0,2023-12-17,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Connected 5d 2023,1090000.0,100000.0,1190000.0,2023-12-17,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,1135000.0,100000.0,1235000.0,2023-12-17,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,1100000.0,100000.0,1200000.0,2023-12-17,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,1040000.0,100000.0,1140000.0,2023-12-17,Ford,Focus A/T / Trend 4d 2023
Jac JS3 A/T / Top Line 2024,824900.0,65000.0,889900.0,2023-12-07,Jac,JS3 A/T / Top Line 2024
Citroën C Elysee A/T / Luxury 2024,849000.0,40000.0,889000.0,2023-12-05,Citroën,C Elysee A/T / Luxury 2024
Chery Tiggo 3 Automtic / Tinted Glass 2024,720000.0,45000.0,765000.0,2023-12-03,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Soueast DX5 A/T / Top Line 2024,779000.0,81000.0,860000.0,2023-11-30,Soueast,DX5 A/T / Top Line 2024
Geely Okavango A/T /Premium / (Abou Ghaly) 2024,1449900.0,64000.0,1513900.0,2023-11-14,Geely,Okavango A/T /Premium / (Abou Ghaly) 2024
Citroën C Elysee A/T / Luxury 2024,759000.0,90000.0,849000.0,2023-11-08,Citroën,C Elysee A/T / Luxury 2024
Geely Okavango A/T /Premium / (Abou Ghaly) 2024,1429900.0,20000.0,1449900.0,2023-11-01,Geely,Okavango A/T /Premium / (Abou Ghaly) 2024
Chery Tiggo 3 Automtic / Tinted Glass 2024,680000.0,40000.0,720000.0,2023-11-01,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Jac JS3 A/T / Top Line 2024,774900.0,50000.0,824900.0,2023-10-31,Jac,JS3 A/T / Top Line 2024
Soueast DX5 A/T / Top Line 2024,769000.0,10000.0,779000.0,2023-10-29,Soueast,DX5 A/T / Top Line 2024
Citroën C Elysee A/T / Luxury 2024,749000.0,10000.0,759000.0,2023-10-22,Citroën,C Elysee A/T / Luxury 2024
Hyundai Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024,745000.0,15000.0,760000.0,2023-10-16,Hyundai,Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024
Chery Tiggo 3 Automtic / Tinted Glass 2024,665000.0,15000.0,680000.0,2023-10-15,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Ford Focus A/T /  Titanium 5Dr 2023,1080000.0,50000.0,1130000.0,2023-09-10,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Connected 5d 2023,1040000.0,50000.0,1090000.0,2023-09-10,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,1085000.0,50000.0,1135000.0,2023-09-10,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,1050000.0,50000.0,1100000.0,2023-09-10,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,990000.0,50000.0,1040000.0,2023-09-10,Ford,Focus A/T / Trend 4d 2023
Chery Tiggo 3 Automtic / Tinted Glass 2024,625000.0,40000.0,665000.0,2023-09-06,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Hyundai Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024,725000.0,20000.0,745000.0,2023-09-03,Hyundai,Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024
Hyundai Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024,700000.0,25000.0,725000.0,2023-07-31,Hyundai,Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024
Chery Tiggo 3 Automtic / Tinted Glass 2024,610000.0,15000.0,625000.0,2023-07-19,Chery,Tiggo 3 Automtic / Tinted Glass 2024
Hyundai Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024,650000.0,50000.0,700000.0,2023-07-04,Hyundai,Elantra HD A/T / HIGHLINE TINTED GLASS 15 2024
Ford Focus A/T / Connected 5d 2023,860000.0,180000.0,1040000.0,2023-06-01,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,905000.0,180000.0,1085000.0,2023-06-01,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,870000.0,180000.0,1050000.0,2023-06-01,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,840000.0,150000.0,990000.0,2023-06-01,Ford,Focus A/T / Trend 4d 2023
Ford Focus A/T /  Titanium 5Dr 2023,865000.0,35000.0,900000.0,2023-05-03,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Connected 5d 2023,825000.0,35000.0,860000.0,2023-05-03,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,870000.0,35000.0,905000.0,2023-05-03,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,835000.0,35000.0,870000.0,2023-05-03,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,805000.0,35000.0,840000.0,2023-05-03,Ford,Focus A/T / Trend 4d 2023
Ford Focus A/T /  Titanium 5Dr 2023,835000.0,30000.0,865000.0,2023-04-02,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Connected 5d 2023,795000.0,30000.0,825000.0,2023-04-02,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,840000.0,30000.0,870000.0,2023-04-02,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,805000.0,30000.0,835000.0,2023-04-02,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,775000.0,30000.0,805000.0,2023-04-02,Ford,Focus A/T / Trend 4d 2023
Ford Focus A/T / Connected 5d 2023,760000.0,35000.0,795000.0,2023-03-02,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,805000.0,35000.0,840000.0,2023-03-02,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,770000.0,35000.0,805000.0,2023-03-02,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,740000.0,35000.0,775000.0,2023-03-02,Ford,Focus A/T / Trend 4d 2023
Ford Focus A/T /  Titanium 5Dr 2023,760000.0,40000.0,800000.0,2023-02-01,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Connected 5d 2023,720000.0,40000.0,760000.0,2023-02-01,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,765000.0,40000.0,805000.0,2023-02-01,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,730000.0,40000.0,770000.0,2023-02-01,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,700000.0,40000.0,740000.0,2023-02-01,Ford,Focus A/T / Trend 4d 2023
Ford Focus A/T /  Titanium 5Dr 2023,710000.0,50000.0,760000.0,2023-01-18,Ford,Focus A/T /  Titanium 5Dr 2023
Ford Focus A/T / Connected 5d 2023,670000.0,50000.0,720000.0,2023-01-18,Ford,Focus A/T / Connected 5d 2023
Ford Focus A/T / Titanium 4d 2023,715000.0,50000.0,765000.0,2023-01-18,Ford,Focus A/T / Titanium 4d 2023
Ford Focus A/T / Connected 4d 2023,680000.0,50000.0,730000.0,2023-01-18,Ford,Focus A/T / Connected 4d 2023
Ford Focus A/T / Trend 4d 2023,560000.0,140000.0,700000.0,2023-01-18,Ford,Focus A/T / Trend 4d 2023
